Name,Name_graph,Team,Season,Minutes,Primary Position,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV,Image key,
Esteban Andrada,Esteban Andrada,Monterrey,2022/2023,3279,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0.19,0,0,0.03,0,0,0.08,0.11,0.19,0.11,0,6.01,3.66,0,5.16,0.03,0.03,50,0.02,0.02,0.03,100,0.03,100,0.03,0.08,0.14,0.12,0.05,0,0,5.47,0,0,0,0,0.16,0,0.03,25.69,72,8.01,15,48,1.95,14.88,9,63,-9,12.99,1.43,0.18,0.18,19.18,100,4.75,0.55,0.11,0.08,0.03,0,0,0.08,0,0,0,0,0,46,54,0,95,5,0,42.02,42.58,0.79,81,0.57,33.09,34.4,0.55,0.67,0.12,81,77,4,0.68,2.94,32,9.11,2.03,0.08,0.08,18.05,6,9,2,1.95,12,0.12,0.08,0,0,0.04,0.25,,
Fernando Daniel Hernández Mata,Fernando Daniel Hernández Mata,Monterrey,2022/2023,54,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,5.01,2.39,0,3.34,0,0,0,0,0,1.67,0,0,0,0,0,1.67,2.54,0,0,0,3.24,0,0,0,0,0,0,0,10.02,100,1.67,0,100,0,1.67,0,0,0,15.13,1.67,0,0,8.35,100,0.58,1.67,0,0,0,0,0,0,0,0,0,0,0,22,78,0,100,0,0,25.55,0,1,0,0,25.55,0,0,0.8,0.8,100,76,24,0.98,3.34,67,5.01,1.19,1.67,1.67,35.96,0,0,0,0.17,1,0.07,0,-1.25,0,0.37,-0.82,,
Gibrán Lajud,Gibrán Lajud,Santos Laguna,2022/2023,203,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0.44,0,12.85,3.81,0,2.66,0,0,0,0,0,0.89,100,0,0,0,0,0.89,0.55,0.44,0,0,10.96,0,0,0,0,0,0,0,12.85,55,3.1,0,23,2.66,10.64,12,17,-38,10.12,0,0.04,0.04,9.75,100,4.94,0,0,0,0,0,0,0,0,0,0,0,0,57,43,0,0,0,0,49.4,67.33,0.62,87,17.93,30.42,58.83,2.66,2.17,-0.49,57,65,-8,2.22,6.2,35,17.73,1.94,0.44,0.44,20.03,3,8,0,1.6,9,0.16,0.03,-0.33,0,-0.69,-0.83,,
Gil Alcalá,Gil Alcalá,Pumas UNAM,2022/2023,197,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,2.95,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31,63,7.29,13,46,1.37,14.58,6,33,-30,11.65,2.28,0.01,0.01,8.66,100,6.29,0.46,0,0,0,0,0,0,0,0,0,0,0,67,33,0,100,0,0,51.51,59.91,0.82,120,8.4,42.25,71.86,1.37,1.15,-0.22,67,72,-5,0.83,4.1,38,10.94,1.77,0,0,22.93,12,19,2,0.46,5,0.12,0.02,0,0,0.08,0.22,,
Gil Alcalá,Gil Alcalá,Querétaro,2022/2023,1723,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,100,0.1,0,0,0,0,0,0.05,0.02,0.1,0.05,0,9.03,2.43,0.05,4.02,0,0,0,0,0,0,0,0,0,0,0,0.1,0.12,0.05,0,0,6.99,0,0,0,0,0.05,0,0,17.13,67,7.47,12,45,0.68,15.82,3,69,2,11.8,1.15,0.04,0.04,11.96,100,4.62,0.57,0,0,0,0,0,0,0,0,0,0,0,55,45,0,91,9,0,47.24,51.77,0.78,88,4.53,36.98,45.42,0.99,1.21,0.21,77,72,5,1.1,4.28,31,14,1.55,0.1,0.1,15.72,1,10,2,1.28,11,0.13,0.03,0.01,0,0.1,0.26,,
Guillermo Ochoa,Guillermo Ochoa,América,2022/2023,1979,Portero,0,0,0,0,0,0,0,0,0,0,0.05,0.02,0.05,0.05,0.02,0.05,0,0,0,0.05,0.02,0.05,0.02,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.09,0,6.5,2.72,0,4.55,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.07,0,0,0,5.56,0,0,0,0,0,0,0,18.33,77,6.91,13,53,1.55,11.42,8,47,-31,11.88,0.82,0.31,0.31,13.87,100,4.36,0.45,0,0,0,0,0,0,0,0,0,0,0,45,55,0,90,10,0,39.99,52.9,0.79,73,12.91,31.54,38.46,0.77,0.65,-0.12,75,79,-4,0.72,3.14,31,10.28,1.93,0.14,0.14,19.18,1,12,2,2.27,13,0.12,0.04,0,0,-0.15,0.01,,
Gustavo Gutiérrez,Gustavo Gutiérrez,Toluca,2022/2023,198,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.71,0,0,0,0,0,8.62,3.03,0,4.54,0,0.45,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.96,80,6.35,6,54,0.91,10.89,6,50,-30,10.83,1.36,0,0,15.88,100,2.81,0,0,0,0,0,0,0,0,0,0,0,0,33,67,0,0,0,0,37.35,50,0.81,44,12.66,30.23,21.95,0.91,0.67,-0.24,75,82,-7,1.04,3.63,27,13.61,2.27,0,0,21.69,0,17,2,0.95,8,0.12,0.04,0,0,-0.3,-0.15,,
Hugo González,Hugo González,Necaxa,2022/2023,1638,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.44,0.27,0,8.13,2.87,0,4.94,0,0,0,0,0,0.05,0,0.11,0,0,0,0.38,0.32,0.05,0,0,9.64,0,0,0,0,0.16,0,0,20.55,66,8.46,10,46,1.87,16.59,8,51,-15,12.02,1.21,0.09,0.09,15.49,100,4.87,0.77,0,0,0,0,0,0,0,0,0,0,0,50,50,0,93,7,0,45.99,51.35,0.76,79,5.36,35.15,40.5,0.99,0.88,-0.11,76,78,-3,1.03,4.07,32,12.75,1.81,0.11,0.11,19.71,4,13,4,2.01,16,0.11,0.06,-0.03,0,-0.24,-0.1,,
Jesús Rodríguez,Jesús Rodríguez,Puebla,2022/2023,304,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,8.88,3.16,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,19.54,76,6.22,75,48,1.18,11.84,9,78,2,10.55,0.3,0.03,0.03,13.62,100,4.43,0,0,0,0,0,0,0,0,0,0,0,0,41,59,0,0,0,0,36.6,36.34,0.79,80,-0.26,28.79,29.18,0.59,0.83,0.24,86,80,6,0.75,4.14,27,15.1,1.82,0,0,19.78,2,17,3,0.89,9,0.03,0.03,0,0,0.17,0.24,,
Jonathan Orozco,Jonathan Orozco,Tijuana,2022/2023,1695,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.11,0.05,0,8.28,2.84,0.05,4.46,0,0,0,0,0,0,0,0.05,0,0,0,0.11,0.15,0,0,0,8.39,0,0,0,0,0.05,0,0,20.81,72,7.11,10,46,2.07,13.33,10,48,-24,11.5,0.85,0.21,0.21,16.56,100,3.68,0.27,0.05,0,0.05,0,0,0,0,0,0,0,0,49,51,0,100,0,0,39.31,46.6,0.78,77,7.3,30.53,35.9,1.49,1.05,-0.44,64,74,-11,1.05,4.09,31,13.22,1.65,0.11,0.11,15.8,1,13,3,2.22,16,0.14,0.06,0,0,-0.47,-0.27,,
José Corona,José Corona,Cruz Azul,2022/2023,2710,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.03,0,0,0,0,0.03,0.03,0,7.54,2.19,0,4.82,0,0,0,0,0,0,50,0.03,0,0,0,0.03,0.05,0,0,0,10.79,0,0,0,0,0.2,0.03,0,15.61,76,4.98,15,45,0.83,10.33,7,69,-7,10.25,0.63,0.14,0.14,10.99,100,5.31,0.23,0,0,0,0,0,0,0,0,0,0,0,43,57,0,100,0,0,37.24,36.26,0.76,81,-0.98,28.48,29.35,1,0.91,-0.09,74,76,-2,0.93,3.82,33,11.69,1.6,0.1,0.1,16.79,-1,10,2,1.24,9,0.07,0.05,0,0,-0.15,-0.03,,
José Hernández,José Hernández,Atlas,2022/2023,483,Portero,0,0,0,0,0,0,0,0,0,0,0,0.01,0.19,0,0.01,0.19,0,0,0,0,0.01,0.19,-0.01,0,0,0,0,0,0,0,0.19,0,0,0,0,0.37,0,0,11,2.94,0,6.15,0,0,0,0,0,0,50,0.19,0,0,0,0.37,0.24,0.19,0,0,11.31,0,0,0,0,0.19,0,0,24.06,61,8.02,17,36,2.42,19.58,8,27,-34,12.39,2.8,0.25,0.26,16.79,100,4.84,1.31,0,0,0,0,0,0,0,0,0,0,0,59,41,0,100,0,0,48.81,55.58,0.72,101,6.77,35.3,55.9,1.49,1.46,-0.03,72,73,-1,1.26,5.41,32,16.79,1.99,0,0,16.6,1,21,6,2.8,19,0.18,0.14,0,0,-0.18,0.14,,
Julio José González Vela-Alvizu,Julio José González Vela-Alvizu,Pumas UNAM,2022/2023,1997,Portero,0.05,0.05,0,0.08,0.05,100,100,0,0,0.03,0,0.03,0.09,0,0.03,0.09,0,0,0,0.05,0.03,0.14,0.01,0,0,0,0,0.05,0,0,0.05,0,0,0.05,0.02,0.05,0.09,0,6.36,2.68,0,4.42,0,0,0,0,0,0.05,50,0.05,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,0,14.6,76,5.63,64,49,1.13,10.37,5,48,-28,12.19,0.72,0.17,0.18,11.45,100,5.26,0.32,0.05,0.05,0,0,0.14,0.18,0.05,0,0,0,0.05,45,55,0,86,14,0,40.07,53.94,0.79,82,13.87,31.79,44.38,1.22,1.1,-0.12,63,67,-4,0.98,3.29,33,9.96,1.79,0.27,0.27,18.58,3,13,2,1.35,8,0.1,0.06,-0.03,0.02,-0.24,-0.08,,
Luis Cárdenas,Luis Cárdenas,Monterrey,2022/2023,859,Portero,0,0,0,0,0,0,0,0,0,0,0,0.02,0.1,0,0.02,0.1,0,0,0,0,0.02,0.1,-0.02,0,0,0,0,0.31,0,0.1,0,0,0,0,0,0.21,0,0,7.75,3.33,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0.21,0.23,0.1,0.1,0,9.18,0,0,0,0,0,0,0,21.69,73,9.12,8,54,2.41,14.56,13,63,-10,11.56,1.68,0.29,0.29,16.45,99,4.15,0.84,0.1,0.1,0,0,0,0.1,0,0,0,0,0,50,50,0,100,0,0,44.04,44.17,0.82,82,0.13,36.04,36.25,0.84,0.7,-0.14,74,78,-4,0.88,3.25,29,11.11,1.64,0.21,0.21,16.96,3,16,4,3.12,18,0.13,0.03,0,0,-0.2,-0.03,,
Luis Malagón,Luis Malagón,Necaxa,2022/2023,1789,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0.1,0,8.45,2.76,0,5.13,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0.11,0,0,0,7.54,0,0,0,0,0.2,0,0,24.95,75,8.55,9,49,1.81,15.5,7,47,-28,10.92,1.81,0.14,0.14,19.62,100,4.39,0.65,0.05,0.05,0,0,0,0.05,0,0,0,0,0,44,56,0,92,8,0,42.86,47.97,0.8,80,5.12,34.31,38.26,1.21,1.05,-0.03,73,74,-1,1.08,4.48,32,13.79,1.76,0.1,0.1,18.36,2,14,2,1.89,14,0.13,0.06,0,0,-0.08,0.11,,
Luis Malagón,Luis Malagón,América,2022/2023,1110,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.16,0.08,0,7.38,2.33,0,4.94,0,0,0,0,0,0,100,0.08,0,0,0,0.16,0.23,0.08,0,0,8.3,0,0,0,0,0.16,0,0,18.15,59,6.32,3,36,1.95,15.64,10,44,-15,10.85,0.97,0.12,0.12,13.29,100,4.22,0.49,0.08,0,0.08,0,0,0,0,0,0,0,0,54,46,0,100,0,0,49.77,48.62,0.73,74,-1.15,36.26,36.1,0.89,0.92,0.03,72,71,1,0.98,3.16,26,11.99,1.77,0.08,0,16.22,1,9,1,1.22,8,0.14,0.08,0,0,0.1,0.31,,
Marcelo Barovero,Marcelo Barovero,Atlético San Luis,2022/2023,3258,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,100,0.03,0,0,0.03,0,0,0.08,0.08,0.22,0.17,0,9.67,2.64,0,4.14,0.03,0.03,100,0.04,0.04,0.06,100,0,0,0,0,0.14,0.09,0.03,0,0,5.66,0,0,0,0,0.08,0,0,12.49,65,7.57,7,48,0.77,15.06,4,52,-14,9.33,0.64,0.06,0.06,8.87,100,5.05,0.3,0,0,0,0,0,0,0,0,0,0,0,59,41,0,100,0,0,45.84,46.05,0.79,79,0.21,36,36.43,0.94,0.96,0.02,79,79,0,1.16,4.56,31,14.7,1.69,0.22,0.17,16.39,0,20,3,1.32,11,0.1,0.06,-0.04,0,-0.08,0.04,,
Miguel Jiménez,Miguel Jiménez,Guadalajara,2022/2023,4133,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0.09,0,0,0.02,0,0,0.02,0.03,0.09,0.07,0,7.91,2.8,0,3.9,0,0,0,0,0,0,0,0.02,0,0,0,0.09,0.06,0.07,0,0,4.31,0,0,0,0,0.04,0,0,13.89,65,5.23,71,39,1.13,12.35,6,50,-15,10.7,1.37,0.13,0.13,10.37,100,5.24,0.54,0,0,0,0,0,0,0,0,0,0,0,49,51,0,96,4,0,47.43,50.29,0.71,81,2.86,33.9,40.98,0.83,0.81,-0.02,77,78,-1,0.95,3.62,29,12.28,1.69,0.09,0.09,18.03,2,16,2,1.15,7,0.1,0.05,0,0,-0.07,0.08,,
Miguel Ortega,Miguel Ortega,Tigres UANL,2022/2023,100,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,3.33,0,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77,71,6.32,67,47,1.81,11.74,7,0,-71,11.69,0,0.55,0.55,13.55,100,3.56,0,0,0,0,0,0,0,0,0,0,0,0,36,64,0,0,0,0,38.99,58.88,0.76,0,19.89,29.8,0,1.81,1.71,-0.1,33,37,-4,1.03,2.71,50,5.42,1.74,0.9,0.9,13.27,-4,29,4,0.9,4,0.11,0,0,0,-0.25,-0.14,,
Nahuel Guzmán,Nahuel Guzmán,Tigres UANL,2022/2023,4280,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0.04,0,0.04,0.02,0.02,50,0.27,0,0,0.04,0,0,0.04,0.02,0.04,0,0,6.71,3.41,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0.04,0.06,0,0,0,3.53,0,0,0,0,0.13,0,0,24.18,76,7.57,12,50,1.81,13.46,9,68,-7,13.16,0.78,0.18,0.18,18.17,100,4.72,0.53,0,0,0,0,0,0,0,0,0,0,0,41,59,0,96,4,0,37.67,43.09,0.79,83,5.42,29.58,35.55,0.67,0.69,0.01,79,79,0,0.81,3.2,31,10.28,1.78,0.02,0.02,20.63,3,10,2,1.76,11,0.1,0.06,0,0,-0.07,0.09,,
Nicolás Vikonis,Nicolás Vikonis,Mazatlán,2022/2023,2143,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0.13,0,0.04,0,0,0,0,0,0.04,0.04,0,8.53,3.3,0.04,4.58,0.04,0.04,50,0.06,0.06,0,0,0.04,0,0,0,0.08,0.08,0,0.04,0,31.64,0.04,50,0.04,100,0.08,0,0,19.32,72,8.78,70,52,1.09,15.84,5,53,-19,11.7,0.71,0.08,0.08,13.9,100,4.84,0.29,0.04,0.04,0,0,0,0.04,0,0,0,0,0,45,55,0,100,0,0,43.52,45.77,0.81,85,2.25,35.41,38.93,1.47,1.43,-0.04,68,69,-1,1.49,4.66,31,15,1.96,0.13,0.08,18.05,3,15,2,1.17,9,0.12,0.05,0,0,-0.13,0.03,,
Rafael de Jesús Ramírez Miranda,Rafael de Jesús Ramírez Miranda,Necaxa,2022/2023,100,Portero,0,0,0,0,0,0,0,0,0,0,0,0.03,0.9,0,0.03,0.9,0,0,0,0,0.03,0.9,-0.03,0,0,0,0,0.9,0,0,0,0,0,0,0,1.8,0.9,0,7.2,2.71,0,0.9,0,0,0,0,0,0.9,0,0,0,0,0,0.9,0.45,0,0,0,6.23,0,0,0,0,0,0,0,12.59,71,8.09,57,56,1.8,12.59,8,50,-21,10.8,1.8,0,0.03,11.69,100,4.23,0.9,0,0,0,0,0,0,0,0,0,0,0,67,33,0,100,0,0,46.9,60.5,0.87,107,13.6,40.76,64.9,0.9,0.36,-0.54,50,80,-30,0.75,1.8,18,9.89,1.04,1.8,1.8,21.4,-5,0,0,0.99,14,0.11,0.03,-0.63,0,-0.83,-1.32,,
Ricardo Gutiérrez,Ricardo Gutiérrez,Mazatlán,2022/2023,1264,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.07,0,0,0,0,0,0.07,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.21,0.14,0,9.83,2.6,0,4.2,0,0,0,0,0,0,20,0.36,0,0,0,0.21,0.24,0.07,0.07,0,11.22,0,0,0,0,0,0,0,21.79,71,5.41,73,37,1.28,13.53,6,45,-26,11.23,1.14,0.06,0.06,15.38,100,4.84,0.57,0.07,0.07,0,0,0,0.07,0,0,0,0,0,42,58,0,88,13,0,39.01,45.32,0.71,57,6.31,27.79,25.96,1.57,1.63,0.06,74,73,1,1.55,6.12,40,15.31,2,0.28,0.28,18.52,2,12,2,1.12,9,0.08,0.05,0,0,-0.06,0.08,,
Rodolfo Cota,Rodolfo Cota,León,2022/2023,3631,Portero,0,0,0,0.06,0.02,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0,100,0.2,0,0,0,0,0,0,0,0.2,0.02,0,7.31,3.62,0,5.43,0,0,0,0,0,0.05,40,0.07,100,0.02,0.02,0.17,0.21,0.07,0.02,0,9.75,0,0,0,0,0.12,0,0,18.39,76,6.59,24,49,1.21,12.17,8,66,-10,10.82,0.74,0.17,0.17,14.48,100,4.46,0.4,0,0,0,0,0.05,0.05,0,0,0,0,0,44,56,0,100,0,0,38.91,42.47,0.79,83,3.56,30.77,35.06,0.97,0.92,-0.04,71,72,-1,1.06,3.35,31,10.81,2.38,0.17,0.1,17.25,4,11,2,1.3,9,0.1,0.07,-0.01,0,-0.14,0.01,,
Sebastián Jurado,Sebastián Jurado,Cruz Azul,2022/2023,1078,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,8.43,2.97,0,3.84,0,0,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,14.86,59,5.18,13,33,1.75,14.03,8,31,-28,9.99,1.42,0.12,0.12,11.52,100,5.2,0.42,0,0,0,0,0,0,0,0,0,0,0,58,42,0,80,20,0,49.98,59.09,0.71,74,9.1,35.31,43.54,2,1.65,-0.35,59,66,-7,1.5,4.84,35,13.69,1.9,0,0,15.69,2,19,3,1.19,8,0.13,0.04,-0.06,0,-0.52,-0.41,,
Sebastián Sosa,Sebastián Sosa,Pumas UNAM,2022/2023,1230,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.22,0.15,0,8.49,2.76,0,5.34,0,0,0,0,0,0.07,0,0,0,0,0,0.15,0.07,0,0,0,3.43,0,0,0,0,0.29,0,0,18.58,71,6.37,15,44,1.02,13.39,5,47,-23,12.1,0.95,0.19,0.19,13.68,99,5.22,0.15,0,0,0,0,0,0,0,0,0,0,0,47,53,0,100,0,0,41.44,47.14,0.76,86,5.69,31.63,40.69,1.54,1.72,0.19,68,64,4,1.38,4.76,36,13.1,1.6,0.15,0.15,19.02,2,16,4,2.59,16,0.08,0.04,-0.01,0,-0.01,0.11,,
Tiago Volpi,Tiago Volpi,Toluca,2022/2023,4143,Portero,0.09,0,0,0.07,0.04,0,50,0,100,0.01,0.02,0.01,0.04,0.02,0,0.02,0,0.01,0.02,0.02,0.01,0.09,0.01,0.07,0.07,0,100,0.26,0,0.02,0.02,0.02,0.02,0,0,0.17,0.04,0,8.78,2.67,0.02,4.37,0.02,0.04,33,0.03,0.05,0.07,80,0.04,100,0.02,0.09,0.09,0.09,0.02,0.02,0.02,10.72,0,0,0,0,0.11,0,0,22.61,72,9.04,5,52,2.13,15.38,12,64,-8,10.81,2.76,0.24,0.25,17.38,100,4.51,1.02,0,0,0,0,0.17,0.17,0.02,0,0,0,0,48,52,0,96,4,0,45.9,43.65,0.79,76,-2.25,36.35,33.24,1.13,1.01,-0.12,73,76,-3,1.14,4.26,32,13.49,1.88,0.2,0.13,18.67,1,12,3,1.8,11,0.14,0.05,-0.03,0.01,-0.2,-0.03,,
Washington Aguerre,Washington Aguerre,Querétaro,2022/2023,890,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0,100,0.1,0,0,0,0,0,0.1,0.06,0.1,0,0,8.8,3.09,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0.1,0.08,0,0,0,14.02,0,0,0,0,0.1,0,0,16.08,64,7.08,13,43,1.11,15.27,5,54,-10,10.85,1.21,0.1,0.1,12.54,100,4.53,0.51,0.2,0.2,0,0,0,0.2,0,0,0,0,0,52,48,0,100,0,0,47.24,42.68,0.79,78,-4.56,37.38,33.22,2.12,1.52,-0.61,52,66,-14,1.36,4.45,35,12.54,2.21,0.1,0,18.15,5,20,3,1.93,15,0.12,0.05,0,0,-0.59,-0.41,,
Óscar Jiménez,Óscar Jiménez,América,2022/2023,1123,Portero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.16,0.08,0,6.57,2.46,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0.16,0.27,0.08,0,0,6.62,0,0,0,0,0.32,0,0,17.31,76,5.21,21,48,1.28,9.62,7,57,-19,10.55,0.4,0.18,0.18,13.7,100,4.27,0.24,0,0,0,0,0,0,0,0,0,0,0,49,51,0,100,0,0,37.6,50.93,0.75,76,13.33,28.28,38.53,1.2,0.98,-0.22,70,75,-5,0.72,4.01,41,9.78,1.37,0,0,16.37,0,9,1,2.15,10,0.09,0.05,0,0,-0.31,-0.16,,
Óscar Ustari,Óscar Ustari,Pachuca,2022/2023,3763,Portero,0,0,0,0,0,0,0,0,0,0,0,0.01,0.1,0,0,0.05,0,0,0.05,0,0.01,0.1,-0.01,0.05,0.05,0,100,0.1,0,0,0.02,0,0,0,0,0.07,0.05,0,6.58,3.12,0,5.26,0,0,0,0,0,0.05,0,0.02,0,0,0.05,0.02,0.02,0,0,0,4.69,0,0,0,0,0,0,0,17.1,65,7.84,17,48,1.58,14.9,7,40,-26,10.11,0.98,0.14,0.14,12.58,100,4.69,0.41,0.07,0.02,0.05,0,0,0.02,0,0,0,0,0,61,39,0,94,6,0,45.66,53.07,0.81,86,7.42,37.15,45.7,0.96,0.92,-0.04,74,75,-1,0.82,3.68,36,10.19,1.8,0.17,0.1,19.04,3,15,3,2.03,10,0.13,0.06,-0.02,0,-0.12,0.05,,
Adonis Frías,Adonis Frías,León,2023/2024,3526,Central,0.03,0.03,0.09,0.09,1,3,18,0,0,0.05,0,0.01,0.26,0,0.01,0.26,0,0,0,0.03,0.1,1.25,-0.08,0.28,0.2,0.08,73,0.48,0,0.38,0.46,1.07,1.18,3.68,3.5,11.36,5.87,0.07,3.88,29.2,1.79,7.4,1.4,2.48,71,1.37,2.56,0.82,52,0.59,75,2.17,0.03,9.14,8.51,2.32,1.51,0.2,34.19,1.81,20,0.66,44,0.26,0,0,39.48,87,3.68,6,63,4.34,5.16,12,69,-18,41.24,4.24,0.4,0.45,32.49,98,5.49,5.33,0.38,0.38,0,0.05,1.89,2.27,0.08,7,0.03,7,0.08,25,72,3,33,62,5,23.68,22.28,0.95,90,-1.41,22.51,20.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4.07,25,0.04,0.06,0.04,-0.05,0,0.09,,
